age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
43,F,Town,Basic Membership,No,Without Offers,Desktop,Wi-Fi,15.0,246.13,36644.91,553.02,No,Yes,No,Not Applicable,Too many ads,1
20,F,City,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,16.0,246.09,29356.03,690.47,Yes,No,Yes,Solved,Poor Product Quality,1
40,M,City,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,614.83,74635.0,748.87,Yes,No,No,Not Applicable,Quality Customer Care,0
24,F,Village,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,184.39,40433.01,697.62,No,Yes,Yes,Solved,No reason specified,1
26,M,Town,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,15.0,659.57,16903.36,697.62,No,Yes,Yes,Solved in Follow-up,Poor Website,0
45,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1.0,44.04,13266.33,693.69,No,Yes,No,Not Applicable,No reason specified,1
51,M,City,Premium Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,5.0,449.16,78488.74,814.13,Yes,Yes,No,Not Applicable,Products always in Stock,0
18,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21.0,99.32,29334.44,781.36,Yes,No,No,Not Applicable,Reasonable Price,0
21,F,City,Silver Membership,No,Without Offers,Both,Wi-Fi,9.0,380.53,42125.66,709.67,No,Yes,No,Not Applicable,Too many ads,1
30,F,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,12.0,167.17,5370.09,770.16,Yes,No,Yes,Solved,Poor Product Quality,0
49,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,30.29,65281.86,697.62,No,Yes,No,Not Applicable,Products always in Stock,0
60,F,Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24.0,160.05,24433.75,697.62,Yes,No,No,Not Applicable,Poor Customer Service,0
15,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,8.0,554.2,20923.47,610.99,No,Yes,No,Not Applicable,Poor Product Quality,1
35,M,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11.0,77.15,21883.83,727.33,No,Yes,Yes,No Information Available,Poor Website,0
29,M,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,,123.92,46171.62,880.6110405,No,Yes,Yes,Unsolved,Poor Website,1
20,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14.0,129.72,26938.36,454.9138288,No,Yes,No,Not Applicable,Poor Website,1
27,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,20.0,186.31,19926.49,419.6435776,Yes,No,No,Not Applicable,Poor Customer Service,1
38,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,15.0,204.21,33560.67,835.24,Yes,Yes,Yes,Solved,Products always in Stock,0
59,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,11.0,298.58,33096.71,559.96,No,Yes,No,Not Applicable,No reason specified,1
34,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5.0,60.27,13982.82,755.77,No,Yes,No,Not Applicable,No reason specified,0
57,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,17.0,372.71,47600.53,708.58,Yes,Yes,No,Not Applicable,Poor Customer Service,0
12,M,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,,-734.9036158,19417.26,511.91,Yes,No,No,Not Applicable,Poor Product Quality,1
58,F,City,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,10.0,34.88,22846.19,697.62,Yes,No,Yes,No Information Available,No reason specified,1
12,F,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,2.0,237.8,49651.88,652.29,No,Yes,No,Not Applicable,Poor Product Quality,1
25,M,City,Premium Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,13.0,456.69,29958.79,754.69,No,Yes,Yes,No Information Available,Too many ads,0
57,M,Village,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,8.0,-1723.478591,44936.27,787.75,Yes,No,No,Not Applicable,Too many ads,0
28,F,Village,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9.0,94.75,25584.22,657.28,Yes,No,No,Not Applicable,Poor Customer Service,1
26,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,10.0,256.08,13198.58,777.56,No,Yes,No,Not Applicable,Poor Website,0
20,M,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,57.66,45566.91,731.76,Yes,No,No,Not Applicable,Too many ads,0
18,F,Town,Gold Membership,No,Without Offers,Desktop,Mobile_Data,22.0,52.61,66447.32,812.25,Yes,No,No,Not Applicable,Reasonable Price,0
25,F,Town,Basic Membership,Yes,Without Offers,Both,Mobile_Data,10.0,206.25,20501.5,615.21,Yes,No,Yes,Solved,Poor Website,1
18,F,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,141.32,847.78,706.63,No,Yes,Yes,Unsolved,Poor Website,0
38,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10.0,369.05,18239.59,663.76,No,Yes,No,Not Applicable,Too many ads,1
25,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,163.69,91604.52,768.53,No,Yes,Yes,Solved,User Friendly Website,0
38,M,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,16.0,55.48,25273.42,919.392526,Yes,No,No,Not Applicable,Too many ads,1
58,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,242.05,13177.03,679.29,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
17,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,140.0,30305.75,610.37,Yes,No,Yes,Solved,Poor Customer Service,1
24,M,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,20.0,-1084.378287,32821.75,737.35,No,Yes,Yes,Solved in Follow-up,Poor Website,0
26,M,Town,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,19.0,953.74,30917.5,697.62,Yes,Yes,No,Not Applicable,No reason specified,0
54,M,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,11.0,294.33,38147.14,502.29,Yes,Yes,Yes,Solved,Poor Product Quality,1
53,F,Town,No Membership,Yes,Without Offers,Desktop,Mobile_Data,11.0,97.75,27894.04,697.62,No,Yes,No,Not Applicable,Poor Website,1
35,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,436.65,24940.9,664.87,Yes,No,No,Not Applicable,Poor Product Quality,1
51,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1.0,702.13,18899.25,604.57,Yes,No,Yes,No Information Available,Poor Website,1
55,F,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,16.0,321.08,47418.3,608.45,No,Yes,Yes,Unsolved,Poor Website,0
64,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,116.39,967.91,643.1,No,Yes,No,Not Applicable,Poor Website,1
55,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,264.79,12763.74,515.14,Yes,No,Yes,Unsolved,Poor Customer Service,1
10,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,11.0,1496.064846,91623.49,822.76,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,0
37,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.0,129.81,8577.73,670.2,No,Yes,No,Not Applicable,Poor Product Quality,1
16,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8.0,367.94,49569.85,1266.02001,Yes,No,No,Not Applicable,Poor Website,0
51,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,254.67,12748.24,697.62,Yes,No,Yes,Unsolved,Too many ads,0
13,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,128.24,39806.19,697.62,No,Yes,No,Not Applicable,Poor Website,1
54,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,24.0,163.72,42815.56,915.1286916,No,Yes,Yes,Unsolved,Poor Website,1
35,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,115.25,21497.09,690.63,Yes,No,Yes,Solved in Follow-up,No reason specified,1
45,M,Town,Premium Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,12.0,482.5,46557.48,700.57,Yes,No,Yes,Solved,No reason specified,0
53,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22.0,31.15,23213.95,1218.228731,Yes,No,No,Not Applicable,Poor Customer Service,1
19,M,City,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,15.0,875.1102097,48037.43,391.0254616,No,Yes,No,Not Applicable,Poor Customer Service,1
22,M,Village,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,14.0,566.36,31151.24,604.49,No,Yes,No,Not Applicable,Poor Customer Service,1
20,F,Village,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,-913.2108139,6750.29,721.5,Yes,No,No,Not Applicable,Poor Product Quality,0
45,M,Town,No Membership,No,Without Offers,Smartphone,Wi-Fi,10.0,124.89,20054.37,656.08,No,Yes,Yes,No Information Available,Poor Customer Service,1
44,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20.0,392.17,89975.57,839.18,No,Yes,No,Not Applicable,Quality Customer Care,0
44,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,4.0,161.54,16868.32,705.7,Yes,No,No,Not Applicable,Poor Customer Service,1
42,F,City,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,12.0,232.9,29367.34,674.76,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
12,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,11.0,615.75,5028.73,697.62,Yes,Yes,No,Not Applicable,Poor Product Quality,1
38,M,City,Premium Membership,No,Without Offers,Desktop,Mobile_Data,15.0,48.31,48338.57,745.79,Yes,No,No,Not Applicable,No reason specified,0
44,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,94.72,32788.51,697.62,No,Yes,No,Not Applicable,Poor Website,0
41,M,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,23.0,-1155.800763,22533.17,661.92,Yes,No,No,Not Applicable,Poor Product Quality,1
48,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,74.30281863,10775.61,1191.482526,Yes,No,No,Not Applicable,Poor Website,0
53,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19.0,446.91,15678.4,569.99,Yes,Yes,No,Not Applicable,Too many ads,0
19,F,Village,Silver Membership,No,Credit/Debit Card Offers,Both,Wi-Fi,24.0,480.92,39245.18,1249.756701,Yes,No,Yes,Solved in Follow-up,No reason specified,0
43,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8.0,97.49,34252.4,636.15,Yes,No,Yes,Solved,Too many ads,1
35,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,388.21,1782.81,687.78,Yes,No,Yes,Solved in Follow-up,Poor Website,1
43,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,4.0,42.52,19115.57,697.62,Yes,No,No,Not Applicable,Poor Customer Service,1
23,M,City,Premium Membership,No,Without Offers,Desktop,Fiber_Optic,19.0,817.5257011,25717.8,776.45,Yes,No,Yes,No Information Available,Poor Product Quality,0
33,M,City,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,15.0,-869.4430355,5329.24,680.92,No,Yes,No,Not Applicable,No reason specified,1
37,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4.0,596.72,39021.62,1123.409777,No,Yes,Yes,Unsolved,Poor Product Quality,0
47,F,Town,Premium Membership,No,Without Offers,Smartphone,Mobile_Data,,63.25,70689.31,816.22,Yes,No,Yes,Unsolved,Reasonable Price,0
22,F,Town,Premium Membership,Yes,Without Offers,Both,Mobile_Data,12.0,504.16,20740.21,733.45,Yes,No,Yes,No Information Available,Poor Customer Service,0
33,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,43.79,4726.44,626.98,Yes,No,Yes,No Information Available,Poor Customer Service,1
47,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8.0,567.67,38321.21,762.76,Yes,No,Yes,Solved,Products always in Stock,0
50,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,178.23,17743.12,788.19,Yes,No,No,Not Applicable,Poor Product Quality,0
13,F,Town,No Membership,Yes,Without Offers,Both,Wi-Fi,10.0,577.33,11753.43,609.75,No,Yes,No,Not Applicable,Poor Customer Service,1
13,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8.0,89.28,3991.48,643.75,No,Yes,Yes,No Information Available,Poor Website,1
15,M,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,3.0,138.86,42160.5,776.74,No,Yes,No,Not Applicable,No reason specified,0
32,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13.0,289.13,1832.07,519.9407576,No,Yes,No,Not Applicable,Poor Customer Service,0
34,M,Town,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,113.84,37902.22,599.14,Yes,No,No,Not Applicable,Poor Website,1
37,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,578.15,47392.7,638.73,No,Yes,Yes,No Information Available,Poor Website,1
20,F,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,23.0,30.06,33448.39,743.98,No,Yes,No,Not Applicable,Products always in Stock,0
12,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,5.0,31.02,28320.45,650.77,No,Yes,Yes,Solved,Poor Website,1
46,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,519.21,31743.15,761.01,No,Yes,No,Not Applicable,Poor Product Quality,0
58,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,,-863.1348172,37334.62,631.55,No,Yes,Yes,No Information Available,No reason specified,1
21,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,190.54,19277.4,782.69,No,Yes,No,Not Applicable,No reason specified,0
26,M,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,20.0,475.69,32391.87,697.62,Yes,No,No,Not Applicable,Poor Customer Service,1
47,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,645.53,23213.31,634.16,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
19,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,16.0,130.26,29600.94,754.62,Yes,No,No,Not Applicable,No reason specified,0
47,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,3.0,734.7180166,5018.63,643.2,No,Yes,No,Not Applicable,Too many ads,1
49,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18.0,191.8,30456.86,697.62,No,Yes,No,Not Applicable,No reason specified,1
46,F,City,Silver Membership,No,Without Offers,Both,Mobile_Data,15.0,235.93,19303.84,680.19,Yes,Yes,No,Not Applicable,Poor Product Quality,0
21,M,Town,Platinum Membership,No,Without Offers,Desktop,Wi-Fi,10.0,97.04,20914.8,761.02,Yes,No,Yes,Unsolved,Poor Product Quality,0
12,F,City,Platinum Membership,Yes,Without Offers,Both,Fiber_Optic,8.0,429.04,9349.5,962.4061517,Yes,Yes,No,Not Applicable,No reason specified,0
12,M,Village,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16.0,69.14,27059.41,617.22,Yes,No,No,Not Applicable,Too many ads,1
14,M,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,3.0,30.76,1541.47,697.62,Yes,No,Yes,No Information Available,No reason specified,1
37,F,Town,Premium Membership,No,Without Offers,Desktop,Mobile_Data,23.0,30.99,21923.84,829.1,No,Yes,Yes,No Information Available,Products always in Stock,0
14,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,455.2,62799.91,800.62,Yes,Yes,Yes,Solved,Reasonable Price,0
41,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,-1083.401981,84022.92,811.86,No,Yes,Yes,Solved,Quality Customer Care,0
30,M,City,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,12.0,343.16,10705.07,736.5,Yes,No,Yes,Unsolved,Poor Customer Service,0
13,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,95.37,22474.72,658.22,No,Yes,No,Not Applicable,Poor Product Quality,1
40,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22.0,1517.688197,21200.68,697.62,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
61,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,6.0,1946.95,50882.39,770.85,Yes,Yes,No,Not Applicable,Reasonable Price,0
44,M,Village,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,126.62,37060.03,596.69,Yes,No,No,Not Applicable,Too many ads,1
46,M,Village,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,123.76,34501.78,707.12,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
30,F,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,71.21,53548.72,709.21,No,Yes,Yes,No Information Available,Products always in Stock,0
24,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1.0,104.46,32433.14,644.13,No,Yes,Yes,No Information Available,Too many ads,1
63,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,,-2034.80188,31670.07,828.10851,Yes,No,Yes,No Information Available,Poor Customer Service,1
42,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,124.36,31461.84,697.62,Yes,No,No,Not Applicable,Poor Website,0
11,M,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,348.87,28637.58,697.62,Yes,No,Yes,Unsolved,Poor Product Quality,1
64,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5.0,32.42,43521.44,771.71,Yes,No,Yes,Solved in Follow-up,No reason specified,0
34,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,80.3,36682.73,667.1,Yes,No,No,Not Applicable,Poor Website,0
23,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,1210.54,28222.55,643.99,Yes,Yes,Yes,No Information Available,No reason specified,1
11,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,,208.89,11876.12,666.79,Yes,No,No,Not Applicable,Poor Product Quality,1
11,M,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,,31.25,26969.29,615.05,No,Yes,Yes,Unsolved,Poor Customer Service,1
45,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,7.0,509.69,36857.31,734.57,Yes,Yes,No,Not Applicable,Reasonable Price,0
47,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,185.85,10369.25,781.87,Yes,No,Yes,Solved,Too many ads,0
31,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,257.88,11756.84,789.26,Yes,No,No,Not Applicable,Poor Website,0
51,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4.0,1178.305197,25588.23,697.62,Yes,No,Yes,Unsolved,Poor Website,1
47,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,6.0,439.1,28229.64,532.95,No,Yes,No,Not Applicable,No reason specified,1
62,F,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,127.39,41401.96,705.43,Yes,No,No,Not Applicable,Poor Website,0
57,F,Village,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,23.0,31.58,82887.37,538.8702774,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0
41,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,-800.9329012,20788.32,742.94,Yes,No,Yes,No Information Available,Poor Customer Service,0
22,M,City,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,12.0,51.92,39762.81,610.46,Yes,No,No,Not Applicable,Poor Product Quality,1
50,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,113.63,37837.08,783.28,No,Yes,No,Not Applicable,Poor Product Quality,0
30,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,18.0,121.76,19180.57,675.69,Yes,No,No,Not Applicable,Too many ads,1
45,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,4.0,883.04,25737.38,554.16,Yes,No,Yes,Unsolved,Poor Product Quality,1
63,F,Town,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,2.0,256.07,44804.33,1255.356814,Yes,No,Yes,Unsolved,Poor Website,1
42,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,21.0,243.15,17426.69,764.61,No,Yes,Yes,No Information Available,No reason specified,0
46,M,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,125.77,35610.56,520.05,Yes,No,Yes,Solved,Poor Website,1
42,F,City,Platinum Membership,Yes,Without Offers,Both,Mobile_Data,5.0,512.09,11134.99,1122.986051,Yes,No,Yes,Unsolved,Quality Customer Care,0
54,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,,32.68,17388.21,170.3985982,Yes,No,No,Not Applicable,Poor Customer Service,0
59,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,30.97,8627.29,716.41,No,Yes,Yes,Unsolved,Quality Customer Care,0
45,M,Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,62.49,1232.47,743.17,Yes,No,No,Not Applicable,Poor Product Quality,0
52,M,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,178.46,30493.33,697.62,No,Yes,Yes,Unsolved,Reasonable Price,0
33,M,Town,Premium Membership,Yes,Without Offers,Desktop,Mobile_Data,10.0,975.63,97879.94,771.74,No,Yes,Yes,No Information Available,User Friendly Website,0
56,F,City,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,3.0,718.77,43562.83,665.75,No,Yes,No,Not Applicable,Too many ads,1
19,M,City,Premium Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,,-665.062294,35430.23,372.0534939,No,Yes,Yes,Solved,No reason specified,0
30,F,Town,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,8.0,59.47,43737.63,609.53,Yes,No,No,Not Applicable,Poor Customer Service,1
19,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16.0,617.08,18540.72,222.2489651,Yes,Yes,Yes,Solved,Poor Website,0
45,M,Town,Basic Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,8.0,335.24,45167.86,624.65,Yes,No,Yes,Unsolved,No reason specified,1
43,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4.0,32.11,38642.53,697.62,Yes,No,No,Not Applicable,Too many ads,0
24,F,Town,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,17.0,1103.32,21296.84,737.23,Yes,Yes,Yes,Solved,No reason specified,0
59,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,163.13,42226.1,240.3535853,No,Yes,No,Not Applicable,Too many ads,1
39,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.0,393.27,35980.84,724.81,Yes,Yes,No,Not Applicable,Poor Customer Service,0
43,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15.0,419.23,15223.51,268.7606051,No,Yes,No,Not Applicable,Poor Website,1
18,M,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,,86.59,26085.62,174.9874448,Yes,No,No,Not Applicable,Poor Product Quality,1
14,M,Town,Gold Membership,No,Without Offers,Desktop,Mobile_Data,17.0,1037.936921,13124.45,749.33,Yes,No,No,Not Applicable,No reason specified,0
26,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,138.83,22271.92,711.26,Yes,No,Yes,No Information Available,No reason specified,1
49,M,Village,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,148.98,21978.08,716.96,Yes,No,No,Not Applicable,Poor Customer Service,1
29,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,397.31,45480.11,628.54,Yes,No,Yes,Solved,Poor Product Quality,1
39,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,168.09,10734.77,776.1,No,Yes,Yes,Unsolved,Poor Product Quality,0
45,M,City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,89.33,80733.96,478.5257451,Yes,No,No,Not Applicable,Quality Customer Care,0
42,M,Village,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,1389.754589,35773.9,1030.013393,No,Yes,Yes,Unsolved,Too many ads,0
54,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10.0,325.8,23458.42,528.21,Yes,No,No,Not Applicable,Poor Website,1
60,M,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,44.71,49318.16,834.69,Yes,No,No,Not Applicable,User Friendly Website,0
34,F,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,5.0,30.0,41327.3,678.12,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
10,F,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,11.0,-868.3632053,42146.45,707.1,Yes,No,No,Not Applicable,Poor Website,0
56,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5.0,31.21,10151.12,791.47,Yes,No,No,Not Applicable,Reasonable Price,0
35,F,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,119.09,15864.38,715.33,No,Yes,No,Not Applicable,Poor Customer Service,1
53,F,Village,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,6.0,95.06,36344.66,1054.590265,Yes,No,Yes,Solved,Poor Customer Service,1
